арестовывать	арестовать
омывать	омыть
омываться	омыться
омываться	омыться
онемевать	онеметь
онемевать	онеметь
онемечивать	онемечить
онемечивать	онемечить
онемечиваться	онемечиться
онемечиваться	онемечиться
опадать	опасть
опадать	опасть
опаздывать	опоздать
опаздывать	опоздать
опаивать	опаять
опаивать	опаять
опаивать	опоить
опаивать	опоить
опаливать	опалить
опаливать	опалить
опаливать	опалить
опаливать	опалить
опаливаться	опалиться
опаливаться	опалиться
опалывать	ополоть
опалывать	ополоть
опалять	опалить
опаляться	опалиться
опарывать	опороть
опарывать	опороть
опахивать	опахать
опахивать	опахать
опахивать	опахнуть
опахивать	опахнуть
опережать	опередить
опережать	опередить
оперять	оперить
оперять	оперить
оперяться	опериться
оперяться	опериться
опечаливать	опечалить
опечаливать	опечалить
опечатывать	опечатать
опечатывать	опечатать
опечатываться	опечататься
опечатываться	опечататься
опивать	опить
опивать	опить
опиваться	опиться
опиваться	опиться
опиливать	опилить
опиливать	опилить
опирать	опереть
опирать	опереть
опираться	опереться
опираться	опереться
опираться	опереться
описывать	описать
описывать	описать
описываться	описаться
описываться	описаться
оплавлять	оплавить
оплавлять	оплавить
оплавляться	оплавиться
оплавляться	оплавиться
оплакивать	оплакать
оплакивать	оплакать
оплачивать	оплатить
оплачивать	оплатить
оплевывать	оплевать
оплевывать	оплевать
оплескивать	оплескать
оплескивать	оплеснуть
оплескивать	оплеснуть
оплетать	оплести
оплетать	оплести
оплодотворять	оплодотворить
оплодотворять	оплодотворить
оплодотворяться	оплодотвориться
оплодотворяться	оплодотвориться
опломбировывать	опломбировать
опломбировывать	опломбировать
оплывать	оплыть
оплывать	оплыть
оплывать	оплыть
оплывать	оплыть
оповещать	оповестить
оповещать	оповестить
опоганивать	опоганить
опоганивать	опоганить
опоганиваться	опоганиться
опоганиваться	опоганиться
опознавать	опознать
опознавать	опознать
ополаскивать	ополоскать
ополаскивать	ополоснуть
ополаскивать	ополоснуть
ополаскиваться	ополоснуться
ополаскиваться	ополоснуться
оползать	оползти
оползать	оползти
оползать	оползти
оползать	оползти
ополовинивать	ополовинить
ополовинивать	ополовинить
ополчать	ополчить
ополчать	ополчить
ополчаться	ополчиться
ополчаться	ополчиться
ополячивать	ополячить
ополячивать	ополячить
ополячиваться	ополячиться
ополячиваться	ополячиться
опоминаться	опомниться
опоминаться	опомниться
опоражнивать	опорожнить
опоражниваться	опорожниться
опорожнять	опорожнить
опорожнять	опорожнить
опорожнять	опорожнить
опорожняться	опорожниться
опорожняться	опорожниться
опорожняться	опорожниться
опорочивать	опорочить
опорочивать	опорочить
опохмеляться	опохмелиться
опохмеляться	опохмелиться
опошлять	опошлить
опошлять	опошлить
опошляться	опошлиться
опошляться	опошлиться
опоясывать	опоясать
опоясывать	опоясать
опоясываться	опоясаться
опоясываться	опоясаться
оправдывать	оправдать
оправдывать	оправдать
оправдываться	оправдаться
оправдываться	оправдаться
оправлять	оправить
оправлять	оправить
оправляться	оправиться
оправляться	оправиться
опрастывать	опростать
опрастывать	опростать
опрастываться	опростаться
опрастываться	опростаться
опрашивать	опросить
опрашивать	опросить
опревать	опреть
опревать	опреть
определять	определить
определять	определить
определяться	определиться
определяться	определиться
опреснять	опреснить
опреснять	опреснить
опресняться	опресниться
опресняться	опресниться
опровергать	опровергнуть
опровергать	опровергнуть
опрокидывать	опрокинуть
опрокидывать	опрокинуть
опрокидываться	опрокинуться
опрокидываться	опрокинуться
опротестовывать	опротестовать
опротестовывать	опротестовать
опрощать	опростить
опрощать	опростить
опрощаться	опроститься
опрощаться	опроститься
опрыскивать	опрыскать
опрыскивать	опрыснуть
опрыскивать	опрыснуть
опрыскиваться	опрыскаться
опрыскиваться	опрыснуться
опрыскиваться	опрыснуться
опубликовывать	опубликовать
опубликовывать	опубликовать
опускать	опустить
опускать	опустить
опускаться	опуститься
опускаться	опуститься
опустошать	опустошить
опустошать	опустошить
опутывать	опутать
опутывать	опутать
опухать	опухнуть
опухать	опухнуть
опушать	опушить
опушать	опушить
опушаться	опушиться
опушаться	опушиться
опыливать	опылить
опыливать	опылить
опылять	опылить
опылять	опылить
опыляться	опылиться
опыляться	опылиться
опьянять	опьянить
опьянять	опьянить
орабочиваться	орабочиться
орабочиваться	орабочиться
организовывать	организовать
организовываться	организоваться
орошать	оросить
орошать	оросить
орошаться	ороситься
орошаться	ороситься
осаждать	осадить
осаждать	осадить
осаждать	осадить
осаживать	осадить
осаживать	осадить
осаливать	осалить
осаливать	осалить
осваивать	освоить
осваивать	освоить
осваиваться	освоиться
осваиваться	освоиться
осведомлять	осведомить
осведомлять	осведомить
осведомляться	осведомиться
осведомляться	осведомиться
освежать	освежить
освежать	освежить
освежаться	освежиться
освежаться	освежиться
осветлять	осветлить
осветлять	осветлить
осветляться	осветлиться
осветляться	осветлиться
освещать	осветить
освещать	осветить
освещать	осветить
освещаться	осветиться
освещаться	осветиться
освинцовывать	освинцевать
освинцовывать	освинцевать
освистывать	освистать
освистывать	освистать
освобождать	освободить
освобождать	освободить
освобождаться	освободиться
освобождаться	освободиться
освящать	освятить
освящать	освятить
оседать	осесть
оседать	осесть
оседлывать	оседлать
оседлывать	оседлать
осекать	осечь
осекать	осечь
осекаться	осечься
осекаться	осечься
осеменять	осеменить
осеменять	осеменить
осенять	осенить
осенять	осенить
осеняться	осениться
осеняться	осениться
осиливать	осилить
осиливать	осилить
оскабливать	оскоблить
оскабливать	оскоблить
оскаливать	оскалить
оскаливать	оскалить
оскаливаться	оскалиться
оскаливаться	оскалиться
оскальзываться	оскользнуться
оскальзываться	оскользнуться
осквернять	осквернить
осквернять	осквернить
оскверняться	оскверниться
оскверняться	оскверниться
оскоплять	оскопить
оскоплять	оскопить
оскорблять	оскорбить
оскорблять	оскорбить
оскорбляться	оскорбиться
оскорбляться	оскорбиться
оскребать	оскрести
оскребывать	оскрести
оскребывать	оскрести
оскудевать	оскудеть
оскудевать	оскудеть
ослабевать	ослабеть
ослабевать	ослабеть
ослаблять	ослабить
ослаблять	ослабить
ослабляться	ослабиться
ослабляться	ослабиться
ославлять	ославить
ославлять	ославить
ославляться	ославиться
ославляться	ославиться
ослеплять	ослепить
ослеплять	ослепить
ослепляться	ослепиться
ослепляться	ослепиться
осложнять	осложнить
осложнять	осложнить
осложняться	осложниться
осложняться	осложниться
ослушиваться	ослушаться
ослушиваться	ослушаться
осмаливать	осмолить
осмаливать	осмолить
осматривать	осмотреть
осматривать	осмотреть
осматриваться	осмотреться
осматриваться	осмотреться
осмеивать	осмеять
осмеивать	осмеять
осмеливаться	осмелиться
осмеливаться	осмелиться
осмысливать	осмыслить
осмысливать	осмыслить
осмыслять	осмыслить
оснащать	оснастить
оснащать	оснастить
основывать	основать
основывать	основать
основываться	основаться
основываться	основаться
осовременивать	осовременить
осовременивать	осовременить
осовремениваться	осовремениться
осовремениваться	осовремениться
осознавать	осознать
осознавать	осознать
оспаривать	оспорить
оспаривать	оспорить
оставаться	остаться
оставаться	остаться
оставлять	оставить
оставлять	оставить
останавливать	остановить
останавливать	остановить
останавливаться	остановиться
останавливаться	остановиться
остебеляться	остебелиться
остебеляться	остебелиться
остеклять	остеклить
остеклять	остеклить
остепенять	остепенить
остепенять	остепенить
остепеняться	остепениться
остепеняться	остепениться
остервеняться	остервениться
остервеняться	остервениться
остерегать	остеречь
остерегать	остеречь
остерегаться	остеречься
остерегаться	остеречься
острагивать	острогать
острагивать	острогать
остригать	остричь
остригать	остричь
остригаться	остричься
остригаться	остричься
остропиливать	остропилить
остропиливать	остропилить
остругивать	остругать
остругивать	остругать
остужать	остудить
остужать	остудить
оступаться	оступиться
оступаться	оступиться
остывать	остынуть
остывать	остыть
остывать	остыть
осуждать	осудить
осуждать	осудить
осушать	осушить
осушать	осушить
осушаться	осушиться
осушаться	осушиться
осуществлять	осуществить
осуществлять	осуществить
осуществляться	осуществиться
осуществляться	осуществиться
осчастливливать	осчастливить
осчастливливать	осчастливить
осыпать	осыпать
осыпать	осыпать
осыпаться	осыпаться
осыпаться	осыпаться
отакелаживать	отакелажить
отакелаживать	отакелажить
отапливать	отопить
отапливать	отопить
отаптывать	отоптать
отаптывать	отоптать
отбавлять	отбавить
отбавлять	отбавить
отбегать	отбежать
отбегать	отбежать
отбеливать	отбелить
отбеливать	отбелить
отбивать	отбить
отбивать	отбить
отбиваться	отбиться
отбиваться	отбиться
отбирать	отобрать
отбирать	отобрать
отбояриваться	отбояриться
отбояриваться	отбояриться
отбраковывать	отбраковать
отбраковывать	отбраковать
отбрасывать	отбросать
отбрасывать	отбросить
отбрасывать	отбросить
отбрасывать	отбросить
отбрехиваться	отбрехаться
отбрехиваться	отбрехаться
отбривать	отбрить
отбривать	отбрить
отбриваться	отбриться
отбрыкиваться	отбрыкаться
отбучивать	отбучить
отбучивать	отбучить
отбывать	отбыть
отбывать	отбыть
отваживать	отвадить
отваживать	отвадить
отваживаться	отвадиться
отваживаться	отвадиться
отваживаться	отважиться
отваживаться	отважиться
отваливать	отвалить
отваливать	отвалить
отваливать	отвалить
отваливать	отвалить
отваливаться	отвалиться
отваливаться	отвалиться
отваривать	отварить
отваривать	отварить
отвариваться	отвариться
отвариваться	отвариться
отвевать	отвеять
отвевать	отвеять
отведывать	отведать
отведывать	отведать
отвеивать	отвеять
отвеивать	отвеять
отвеиваться	отвеяться
отвеиваться	отвеяться
отвергать	отвергнуть
отвергать	отвергнуть
отвердевать	отвердеть
отвердевать	отвердеть
отверзать	отверзть
отверзать	отверзть
отверзаться	отверзтись
отверзаться	отверзтись
отвертывать	отвернуть
отвертывать	отвернуть
отвертывать	отвернуть
отвертываться	отвернуться
отвертываться	отвернуться
отвертываться	отвернуться
отверчивать	отвертеть
отверчивать	отвертеть
ответвлять	ответвить
ответвлять	ответвить
ответвляться	ответвиться
ответвляться	ответвиться
отвечать	ответить
отвечать	ответить
отвешивать	отвесить
отвешивать	отвесить
отвивать	отвить
отвивать	отвить
отвиливать	отвильнуть
отвиливать	отвильнуть
отвинчивать	отвинтить
отвинчивать	отвинтить
отвинчиваться	отвинтиться
отвинчиваться	отвинтиться
отвираться	отовраться
отвираться	отовраться
отвисать	отвиснуть
отвисать	отвиснуть
отвлекать	отвлечь
отвлекать	отвлечь
отвлекаться	отвлечься
отвлекаться	отвлечься
отводить	отвести
отводить	отвести
отвоевывать	отвоевать
отвоевывать	отвоевать
отвозить	отвезти
отвозить	отвезти
отволаживать	отволожить
отволаживать	отволожить
отволакивать	отволочить
отволакивать	отволочить
отволакивать	отволочь
отволакивать	отволочь
отволакиваться	отволочиться
отволакиваться	отволочься
отволакиваться	отволочься
отворачивать	отвернуть
отворачивать	отвернуть
отворачивать	отворотить
отворачивать	отворотить
отворачиваться	отвернуться
отворачиваться	отвернуться
отворачиваться	отворотиться
отворять	отворить
отворять	отворить
отворяться	отвориться
отворяться	отвориться
отвращать	отвратить
отвращать	отвратить
отвыкать	отвыкнуть
отвыкать	отвыкнуть
отвязывать	отвязать
отвязывать	отвязать
отвязываться	отвязаться
отвязываться	отвязаться
отгадывать	отгадать
отгадывать	отгадать
отгибать	отогнуть
отгибать	отогнуть
отгибаться	отогнуться
отгибаться	отогнуться
отгладывать	отглодать
отгладывать	отглодать
отглаживать	отгладить
отглаживать	отгладить
отглаживаться	отгладиться
отглаживаться	отгладиться
отглатывать	отглотнуть
отглатывать	отглотнуть
отгнивать	отгнить
отгнивать	отгнить
отговаривать	отговорить
отговаривать	отговорить
отговариваться	отговориться
отговариваться	отговориться
отгонять	отогнать
отгонять	отогнать
отгораживать	отгородить
отгораживать	отгородить
отгораживаться	отгородиться
отгораживаться	отгородиться
отгорать	отгореть
отгорать	отгореть
отграничивать	отграничить
отграничивать	отграничить
отграничиваться	отграничиться
отграничиваться	отграничиться
отграфлять	отграфить
отграфлять	отграфить
отгребать	отгрести
отгребать	отгрести
отгребаться	отгрестись
отгребаться	отгрестись
отгружать	отгрузить
отгружать	отгрузить
отгружаться	отгрузиться
отгружаться	отгрузиться
отгрызать	отгрызть
отгрызать	отгрызть
отгрызаться	отгрызться
отгрызаться	отгрызться
отгуливать	отгулять
отгуливать	отгулять
отгуливаться	отгуляться
отгуливаться	отгуляться
отдавать	отдать
отдавать	отдать
отдаваться	отдаться
отдаваться	отдаться
отдавливать	отдавить
отдавливать	отдавить
отдаивать	отдоить
отдаивать	отдоить
отдаиваться	отдоиться
отдаиваться	отдоиться
отдалять	отдалить
отдалять	отдалить
отдаляться	отдалиться
отдаляться	отдалиться
отдаривать	отдарить
отдаривать	отдарить
отдариваться	отдариться
отдариваться	отдариться
отделывать	отделать
отделывать	отделать
отделываться	отделаться
отделываться	отделаться
отделять	отделить
отделять	отделить
отделяться	отделиться
отделяться	отделиться
отдергивать	отдернуть
отдергивать	отдернуть
отдергиваться	отдернуться
отдергиваться	отдернуться
отдирать	отодрать
отдирать	отодрать
отдираться	отодраться
отдираться	отодраться
отдраивать	отдраить
отдраивать	отдраить
отдувать	отдуть
отдувать	отдуть
отдумывать	отдумать
отдумывать	отдумать
отдыхать	отдохнуть
отдыхать	отдохнуть
отекать	отечь
отекать	отечь
отеляться	отелиться
отеляться	отелиться
отеплять	отеплить
отеплять	отеплить
отесывать	отесать
отесывать	отесать
отесываться	отесаться
отесываться	отесаться
отжаривать	отжарить
отжаривать	отжарить
отжевывать	отжевать
отжевывать	отжевать
отживать	отжить
отживать	отжить
отживлять	отживить
отживлять	отживить
отжигать	отжечь
отжигать	отжечь
отжиливать	отжилить
отжиливать	отжилить
отжимать	отжать
отжимать	отжать
отжиматься	отжаться
отжиматься	отжаться
отжинать	отжать
отжинать	отжать
отзванивать	отзвонить
отзванивать	отзвонить
отзывать	отозвать
отзывать	отозвать
отзываться	отозваться
отзываться	отозваться
отирать	отереть
отирать	отереть
отираться	отереться
отираться	отереться
отказывать	отказать
отказывать	отказать
отказывать	отказать
отказывать	отказать
отказываться	отказаться
отказываться	отказаться
откалывать	отколоть
откалывать	отколоть
откалываться	отколоться
откалываться	отколоться
откапывать	откапать
откапывать	откапать
откапывать	откопать
откапывать	откопать
откапываться	откопаться
откапываться	откопаться
откармливать	откормить
откармливать	откормить
откармливаться	откормиться
откармливаться	откормиться
откатывать	откатать
откатывать	откатать
откатывать	откатить
откатывать	откатить
откатываться	откатиться
откатываться	откатиться
откачивать	откачать
откачивать	откачать
откашливать	откашлянуть
откашливать	откашлянуть
откашливать	откашлять
откашливаться	откашлянуться
откашливаться	откашлянуться
откашливаться	откашляться
отквитывать	отквитать
отквитывать	отквитать
отквитываться	отквитаться
отквитываться	отквитаться
откидывать	откидать
откидывать	откинуть
откидывать	откинуть
откидывать	откинуть
откидываться	откинуться
откидываться	откинуться
откипать	откипеть
откипать	откипеть
откладывать	отложить
откладывать	отложить
откладываться	отложиться
откладываться	отложиться
откланиваться	откланяться
откланиваться	откланяться
отклевывать	отклевать
отклевывать	отклевать
отклеивать	отклеить
отклеивать	отклеить
отклеиваться	отклеиться
отклеиваться	отклеиться
отклепывать	отклепать
отклепывать	отклепать
отклепываться	отклепаться
отклепываться	отклепаться
откликаться	откликнуться
откликаться	откликнуться
отклонять	отклонить
отклонять	отклонить
отклоняться	отклониться
отклоняться	отклониться
отключать	отключить
отключать	отключить
отключаться	отключиться
отключаться	отключиться
отковывать	отковать
отковывать	отковать
отковываться	отковаться
отковываться	отковаться
отковыривать	отковырнуть
отковыривать	отковырнуть
отковыривать	отковырять
отковыриваться	отковырнуться
отковыриваться	отковырнуться
отколачивать	отколотить
отколачивать	отколотить
отколупывать	отколупать
отколупывать	отколупнуть
отколупывать	отколупнуть
откомандировывать	откомандировать
откомандировывать	откомандировать
откомандировываться	откомандироваться
откомандировываться	откомандироваться
отконопачивать	отконопатить
отконопачивать	отконопатить
откочевывать	откочевать
откочевывать	откочевать
откраивать	откроить
откраивать	откроить
открахмаливать	открахмалить
открахмаливать	открахмалить
открашивать	открасить
открашивать	открасить
откреплять	открепить
откреплять	открепить
открепляться	открепиться
открепляться	открепиться
открещиваться	откреститься
открещиваться	откреститься
откручивать	открутить
откручивать	открутить
откручиваться	открутиться
откручиваться	открутиться
открывать	открыть
открывать	открыть
открываться	открыться
открываться	открыться
откупать	откупить
откупать	откупить
откупаться	откупиться
откупаться	откупиться
откупоривать	откупорить
откупоривать	откупорить
откупориваться	откупориться
откупориваться	откупориться
откусывать	откусать
откусывать	откусить
откусывать	откусить
отлавливать	отловить
отлавливать	отловить
отлагать	отложить
отлагать	отложить
отлагаться	отложиться
отлагаться	отложиться
отлаживать	отладить
отлаживать	отладить
отлаиваться	отлаяться
отлаиваться	отлаяться
отлакировывать	отлакировать
отлакировывать	отлакировать
отламывать	отломать
отламывать	отломить
отламывать	отломить
отламываться	отломаться
отламываться	отломиться
отламываться	отломиться
отлегать	отлечь
отлегать	отлечь
отлеживать	отлежать
отлеживать	отлежать
отлеживаться	отлежаться
отлеживаться	отлежаться
отлезать	отлезть
отлезать	отлезть
отлеплять	отлепить
отлеплять	отлепить
отлепляться	отлепиться
отлепляться	отлепиться
отлетать	отлететь
отлетать	отлететь
отливать	отлить
отливать	отлить
отливаться	отлиться
отливаться	отлиться
отлизывать	отлизать
отлизывать	отлизать
отлипать	отлипнуть
отлипать	отлипнуть
отличать	отличить
отличать	отличить
отличаться	отличиться
отличаться	отличиться
отлучать	отлучить
отлучать	отлучить
отлучаться	отлучиться
отлучаться	отлучиться
отляпывать	отляпать
отляпывать	отляпать
отмазывать	отмазать
отмазывать	отмазать
отмаливать	отмолить
отмаливать	отмолить
отмаливаться	отмолиться
отмаливаться	отмолиться
отмалчиваться	отмолчаться
отмалчиваться	отмолчаться
отмалывать	отмолоть
отмалывать	отмолоть
отманивать	отманить
отманивать	отманить
отматывать	отмотать
отматывать	отмотать
отматываться	отмотаться
отматываться	отмотаться
отмахивать	отмахать
отмахивать	отмахать
отмахивать	отмахать
отмахивать	отмахнуть
отмахивать	отмахнуть
отмахивать	отмахнуть
отмахиваться	отмахнуться
отмахиваться	отмахнуться
отмачивать	отмочить
отмачивать	отмочить
отмежевывать	отмежевать
отмежевывать	отмежевать
отмежевываться	отмежеваться
отмежевываться	отмежеваться
отменять	отменить
отменять	отменить
отменяться	отмениться
отменяться	отмениться
отмерзать	отмерзнуть
отмерзать	отмерзнуть
отмеривать	отмерить
отмеривать	отмерить
отмерять	отмерить
отметать	отмести
отметать	отмести
отмечать	отметить
отмечать	отметить
отмечаться	отметиться
отмечаться	отметиться
отминать	отмять
отминать	отмять
отмирать	отмереть
отмирать	отмереть
отмокать	отмокнуть
отмокать	отмокнуть
отмолачивать	отмолотить
отмолачивать	отмолотить
отмораживать	отморозить
отмораживать	отморозить
отмучивать	отмутить
отмучивать	отмутить
отмучивать	отмучить
отмучивать	отмучить
отмучиваться	отмучиться
отмучиваться	отмучиться
отмщать	отмстить
отмщать	отмстить
отмывать	отмыть
отмывать	отмыть
отмываться	отмыться
отмываться	отмыться
отмыкать	отомкнуть
отмыкать	отомкнуть
отмыкаться	отомкнуться
отмыкаться	отомкнуться
отмякать	отмякнуть
отмякать	отмякнуть
отнизывать	отнизать
отнизывать	отнизать
отнимать	отнять
отнимать	отнять
отниматься	отняться
отниматься	отняться
относить	отнести
относить	отнести
относиться	отнестись
относиться	отнестись
отображать	отобразить
отображать	отобразить
отображаться	отобразиться
отображаться	отобразиться
отоваривать	отоварить
отоваривать	отоварить
отовариваться	отовариться
отовариваться	отовариться
отогревать	отогреть
отогревать	отогреть
отогреваться	отогреться
отогреваться	отогреться
отодвигать	отодвинуть
отодвигать	отодвинуть
отодвигаться	отодвинуться
отодвигаться	отодвинуться
отождествлять	отождествить
отождествлять	отождествить
отождествляться	отождествиться
отождествляться	отождествиться
отожествлять	отожествить
отожествлять	отожествить
отожествляться	отожествиться
отожествляться	отожествиться
отомщать	отомстить
отомщать	отомстить
отопревать	отопреть
оторачивать	оторочить
оторачивать	оторочить
отпадать	отпасть
отпадать	отпасть
отпаивать	отпаять
отпаивать	отпаять
отпаивать	отпоить
отпаивать	отпоить
отпаиваться	отпаяться
отпаиваться	отпаяться
отпаривать	отпарить
отпаривать	отпарить
отпариваться	отпариться
отпариваться	отпариться
отпархивать	отпорхнуть
отпархивать	отпорхнуть
отпарывать	отпороть
отпарывать	отпороть
отпарываться	отпороться
отпарываться	отпороться
отпасовывать	отпасовать
отпасовывать	отпасовать
отпахивать	отпахнуть
отпахивать	отпахнуть
отпахиваться	отпахнуться
отпахиваться	отпахнуться
отпевать	отпеть
отпевать	отпеть
отпекать	отпечь
отпекать	отпечь
отпечатлевать	отпечатлеть
отпечатлевать	отпечатлеть
отпечатлеваться	отпечатлеться
отпечатлеваться	отпечатлеться
отпечатывать	отпечатать
отпечатывать	отпечатать
отпечатываться	отпечататься
отпечатываться	отпечататься
отпивать	отпить
отпивать	отпить
отпиливать	отпилить
отпиливать	отпилить
отпирать	отпереть
отпирать	отпереть
отпираться	отпереться
отпираться	отпереться
отпираться	отпереться
отписывать	отписать
отписывать	отписать
отписываться	отписаться
отписываться	отписаться
отпихивать	отпихнуть
отпихивать	отпихнуть
отпихиваться	отпихнуться
отпихиваться	отпихнуться
отплачивать	отплатить
отплачивать	отплатить
отплевывать	отплюнуть
отплевывать	отплюнуть
отплевываться	отплеваться
отплевываться	отплюнуться
отплевываться	отплюнуться
отплескивать	отплескать
отплескивать	отплеснуть
отплескивать	отплеснуть
отплескиваться	отплеснуться
отплескиваться	отплеснуться
отплетать	отплести
отплетать	отплести
отплетаться	отплестись
отплетаться	отплестись
отплывать	отплыть
отплывать	отплыть
отплясывать	отплясать
отплясывать	отплясать
отполаскивать	отполоскать
отполаскивать	отполоскать
отполаскиваться	отполоскаться
отполаскиваться	отполоскаться
отползать	отползти
отползать	отползти
отполировывать	отполировать
отполировывать	отполировать
отполировываться	отполироваться
отполировываться	отполироваться
отпотевать	отпотеть
отпотевать	отпотеть
отпочковываться	отпочковаться
отпочковываться	отпочковаться
отправлять	отправить
отправлять	отправить
отправляться	отправиться
отправляться	отправиться
отпрашивать	отпросить
отпрашивать	отпросить
отпрашиваться	отпроситься
отпрашиваться	отпроситься
отпревать	отопреть
отпревать	отопреть
отпрукивать	отпрукать
отпрукивать	отпрукать
отпрыгивать	отпрыгать
отпрыгивать	отпрыгнуть
отпрыгивать	отпрыгнуть
отпрягать	отпрячь
отпрягать	отпрячь
отпрягаться	отпрячься
отпрягаться	отпрячься
отпрядать	отпрясть
отпрядать	отпрясть
отпрядывать	отпрянуть
отпрядывать	отпрянуть
отпугивать	отпугнуть
отпугивать	отпугнуть
отпускать	отпустить
отпускать	отпустить
отпутывать	отпутать
отпутывать	отпутать
отпутываться	отпутаться
отпутываться	отпутаться
отпяливать	отпялить
отпяливать	отпялить
отпячиваться	отпятиться
отпячиваться	отпятиться
отрабатывать	отработать
отрабатывать	отработать
отрабатываться	отработаться
отрабатываться	отработаться
отравлять	отравить
отравлять	отравить
отравляться	отравиться
отравляться	отравиться
отражать	отразить
отражать	отразить
отражаться	отразиться
отражаться	отразиться
отрастать	отрасти
отрастать	отрасти
отращивать	отрастить
отращивать	отрастить
отрезать	отрезать
отрезать	отрезать
отрезать	отрезать
отрезвлять	отрезвить
отрезвлять	отрезвить
отрезвляться	отрезвиться
отрезвляться	отрезвиться
отрезывать	отрезать
отрекаться	отречься
отрекаться	отречься
отрекомендовывать	отрекомендовать
отрекомендовывать	отрекомендовать
отрекомендовываться	отрекомендоваться
отрекомендовываться	отрекомендоваться
